	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
300	[CLS] at wiesenthal overlevede krigen, er et under. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 9 -100 -100 -100 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0186 0.2242 0.4091 0.4737 0.0932 0.0013 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0003 0.0014 0.0116 0.0534 0.1212 0.1645 0.1674 0.1307 0.0844 0.0525 0.0351 0.0258 0.0206 0.0175 0.0157 0.0148 0.0143 0.0140 0.0138 0.0137 0.0135 0.0134	0.1134 0.9030 1.4412 1.6870 0.4880 0.0122 0.0004 0.0004 -0.0000 0.0008 0.0004 0.0004 0.0000 0.0030 0.0116 0.0678 0.2260 0.4300 0.5703 0.5905 0.4982 0.3626 0.2502 0.1792 0.1379 0.1135 0.0990 0.0906 0.0861 0.0838 0.0825 0.0816 0.0808 0.0802 0.0796	0.0017 0.0390 0.1434 0.1732 0.0393 0.0008 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0002 0.0007 0.0017 0.0032 0.0045 0.0051 0.0048 0.0040 0.0030 0.0023 0.0018 0.0015 0.0013 0.0013 0.0012 0.0012 0.0012 0.0012 0.0012 0.0012 0.0012	0.0199 0.3215 0.6125 0.5423 0.1015 0.0015 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0003 0.0014 0.0118 0.0538 0.1217 0.1656 0.1686 0.1318 0.0852 0.0530 0.0355 0.0261 0.0208 0.0177 0.0160 0.0150 0.0145 0.0142 0.0140 0.0138 0.0137 0.0136
301	[CLS] han var anbragt i 12 forskellige koncentrationslejre i alt, heriblandt lvov, hvor kun 34 af 149. 000 jøder var i live efter krigen. [SEP] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 -100 18 18 18 18 0 -100 -100 18 18 18 18 18 18 -100 -100 18 18 18 18 18 18 18 -100 -100 -100 -100	18 18 18 18 18 0 18 18 18 18 18 18 18 18 15 15 18 18 18 18 18 18 18 18 18 18 18 0 18 18 18 18 18 18 18	0.0939 0.0027 0.0000 0.2221 0.1584 0.4155 0.2051 0.0034 0.0063 0.0015 0.0503 0.0001 0.0110 0.0050 0.7011 0.2106 0.0154 0.0376 0.0968 0.0638 0.0016 0.3947 0.0001 0.0089 0.3035 0.0011 0.0023 0.1402 0.0047 0.0016 0.0000 0.0022 0.0117 0.0520 0.1324	0.4152 0.0225 0.0004 0.6865 0.6438 1.3695 0.7983 0.0302 0.0462 0.0120 0.2468 0.0013 0.0622 0.0356 1.7183 0.8935 0.1003 0.2267 0.4524 0.3413 0.0150 1.1899 0.0006 0.0607 0.8523 0.0095 0.0174 0.4286 0.0312 0.0132 0.0002 0.0163 0.0659 0.2167 0.4413	0.0047 0.0007 0.0000 0.0142 0.0216 0.0769 0.0373 0.0018 0.0016 0.0002 0.0044 0.0000 0.0002 0.0008 0.1269 0.0707 0.0037 0.0122 0.0216 0.0193 0.0008 0.0357 0.0000 0.0012 0.0191 0.0003 0.0002 0.0031 0.0003 0.0002 0.0000 0.0001 0.0002 0.0009 0.0022	0.1077 0.0030 0.0000 0.2279 0.1656 0.4585 0.2229 0.0042 0.0072 0.0015 0.0511 0.0001 0.0110 0.0051 0.7221 0.2236 0.0156 0.0385 0.0982 0.0662 0.0019 0.4837 0.0001 0.0092 0.3085 0.0011 0.0023 0.1408 0.0048 0.0017 0.0000 0.0023 0.0119 0.0529 0.1344
302	[CLS] og nar de var det, skyldtes det ganske enkelt, at fangevogterne brugte dem som undskyldning for ikke at blive sendt til fronten. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 -100 18 18 18 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0209 0.0003 0.0037 0.0005 0.0000 0.0001 0.0000 0.0003 0.0001 0.0001 0.0004 0.0000 0.0008 0.0011 0.1887 0.2524 0.0624 0.0067 0.0000 0.0009 0.0000 0.0003 0.0003 0.0000 0.0001 0.0000 0.0121 0.0000 0.0001 0.0002 0.0027 0.0222 0.0593 0.0657 0.0542	0.1259 0.0032 0.0266 0.0053 0.0001 0.0008 0.0001 0.0032 0.0008 0.0011 0.0037 0.0001 0.0073 0.0105 0.8348 1.1422 0.3748 0.0559 0.0004 0.0081 0.0003 0.0030 0.0032 0.0005 0.0014 0.0000 0.0786 0.0001 0.0012 0.0023 0.0196 0.1114 0.2415 0.2792 0.2516	0.0020 0.0001 0.0003 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0003 0.0373 0.1033 0.0328 0.0046 0.0000 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0011 0.0000 0.0000 0.0000 0.0002 0.0007 0.0015 0.0020 0.0019	0.0221 0.0003 0.0037 0.0006 0.0000 0.0001 0.0000 0.0004 0.0001 0.0001 0.0004 0.0000 0.0009 0.0015 0.2510 0.2999 0.0711 0.0080 0.0000 0.0013 0.0000 0.0003 0.0003 0.0000 0.0001 0.0000 0.0125 0.0000 0.0001 0.0002 0.0027 0.0223 0.0595 0.0659 0.0544
303	[CLS]'nar boligministeren ikke vil, sa ma jeg gøre det,'siger kirsten jacobsen med henvisning til, at boligminister svend erik hovmand [SEP]	-100 18 18 18 -100 18 18 18 18 18 18 18 18 18 18 18 9 -100 16 -100 -100 -100 18 18 18 18 18 18 9 -100 16 -100 16 -100 -100	18 18 18 18 18 18 18 18 18 9 18 18 18 18 18 18 9 9 16 16 16 18 18 18 18 18 18 6 6 15 18 18 18 18 18	0.0063 0.0003 0.0005 0.0247 0.0001 0.0000 0.0000 0.0000 0.0075 0.3445 0.0014 0.0004 0.0000 0.0000 0.0000 0.0002 0.0291 0.1928 0.0055 0.0003 0.0016 0.2697 0.0001 0.0029 0.0001 0.0001 0.0151 0.0641 0.5042 0.0416 0.4064 0.2844 0.0233 0.0004 0.0001	0.0396 0.0033 0.0050 0.1587 0.0013 0.0001 0.0004 0.0001 0.0441 0.6476 0.0118 0.0037 0.0003 0.0000 0.0001 0.0024 0.1462 0.6430 0.0367 0.0027 0.0130 0.5933 0.0013 0.0206 0.0012 0.0011 0.0790 0.2460 0.8720 0.2173 0.7832 0.9860 0.1487 0.0040 0.0006	0.0001 0.0000 0.0001 0.0086 0.0001 0.0000 0.0000 0.0000 0.0000 0.0003 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0012 0.0076 0.0003 0.0001 0.0002 0.0018 0.0001 0.0002 0.0000 0.0000 0.0000 0.0007 0.0096 0.0047 0.0098 0.0426 0.0053 0.0001 0.0000	0.0064 0.0004 0.0006 0.0271 0.0001 0.0000 0.0000 0.0000 0.0074 0.3445 0.0014 0.0004 0.0000 0.0000 0.0000 0.0002 0.0294 0.1946 0.0056 0.0003 0.0017 0.2697 0.0001 0.0029 0.0001 0.0001 0.0152 0.0641 0.5051 0.0418 0.4073 0.2904 0.0256 0.0006 0.0001
304	[CLS] dermed tager hun bogstavelig talt ungbos tidligere formand, torben lund pa ordet, idet næstformanden i den socialdemokratiske gruppe i aftes udtalte til tv - 2 - nyhederne, [SEP]	-100 18 18 18 18 18 6 -100 18 18 18 9 -100 16 -100 18 18 18 18 18 18 18 7 18 18 18 18 18 3 -100 -100 -100 -100 18 -100	18 18 18 18 18 18 18 18 18 18 18 9 9 16 16 16 16 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.2367 0.3890 0.1734 0.3732 0.0300 0.0224 0.0786 0.0015 0.0100 0.0783 0.0010 0.0974 0.0375 0.0387 0.0066 0.0824 0.1679 0.0070 0.0258 0.0024 0.0009 0.0078 0.4511 0.6912 0.0277 0.0011 0.0025 0.0001 0.1939 0.0021 0.0053 0.0002 0.0073 0.0001 0.0525	0.6119 1.1678 0.5326 0.7556 0.1463 0.1207 0.2919 0.0114 0.0560 0.2880 0.0089 0.4192 0.2196 0.2098 0.0488 0.3517 0.7432 0.0495 0.1613 0.0211 0.0074 0.0518 1.1127 1.7615 0.1766 0.0109 0.0224 0.0016 0.7386 0.0196 0.0437 0.0018 0.0534 0.0014 0.2143	0.0032 0.0331 0.0101 0.0087 0.0008 0.0003 0.0006 0.0000 0.0000 0.0003 0.0000 0.0020 0.0079 0.0067 0.0021 0.0100 0.0498 0.0014 0.0057 0.0008 0.0001 0.0003 0.0103 0.0652 0.0064 0.0004 0.0009 0.0001 0.0338 0.0011 0.0029 0.0001 0.0016 0.0000 0.0004	0.2443 0.5974 0.3346 0.7212 0.0554 0.0372 0.1502 0.0029 0.0198 0.1525 0.0014 0.1271 0.0437 0.0415 0.0080 0.0889 0.2219 0.0077 0.0280 0.0027 0.0009 0.0090 0.6093 0.9746 0.0382 0.0015 0.0030 0.0002 0.2128 0.0025 0.0062 0.0002 0.0095 0.0002 0.0539
305	[CLS] kirsten jacobsen vil i anmeldelsen bede politidirektøren undersøge, om landsforeningen ungbo har begaet mandatsvig, underslæb og bedrageri i forbindelse med statens milliontilskud til [SEP]	-100 9 -100 16 -100 -100 -100 18 18 18 18 18 18 18 18 6 -100 15 -100 18 18 -100 18 18 18 18 18 18 18 18 18 18 -100 18 -100	18 9 18 16 16 16 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0048 0.2492 0.0958 0.2960 0.0163 0.1687 0.0035 0.0001 0.0006 0.0060 0.0189 0.0010 0.0030 0.0000 0.0000 0.0005 0.0062 0.0088 0.0006 0.0000 0.0001 0.0006 0.0001 0.0000 0.0018 0.0000 0.0185 0.0001 0.0023 0.0000 0.0011 0.0033 0.0168 0.0001 0.0009	0.0372 0.8240 0.4396 0.8345 0.1029 0.4732 0.0240 0.0011 0.0052 0.0366 0.0927 0.0084 0.0232 0.0001 0.0004 0.0047 0.0453 0.0600 0.0057 0.0003 0.0016 0.0055 0.0013 -0.0000 0.0139 0.0001 0.1109 0.0012 0.0175 0.0002 0.0090 0.0258 0.1150 0.0008 0.0084	0.0007 0.0205 0.0169 0.0159 0.0024 0.0024 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0000 0.0000 0.0000 0.0004 0.0012 0.0002 0.0000 0.0000 0.0001 0.0000 0.0000 0.0001 0.0000 0.0008 0.0000 0.0001 0.0000 0.0001 0.0006 0.0060 0.0000 0.0003	0.0051 0.3131 0.1107 0.3011 0.0172 0.1725 0.0035 0.0001 0.0006 0.0060 0.0186 0.0010 0.0030 0.0000 0.0000 0.0006 0.0073 0.0110 0.0007 0.0000 0.0002 0.0006 0.0001 0.0000 0.0019 0.0000 0.0201 0.0001 0.0024 0.0000 0.0011 0.0035 0.0208 0.0001 0.0010
306	[CLS] nye afsløringer [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0180 0.0156 0.0022 0.0003 0.0026 0.0535 0.2619 0.3573 0.2917 0.2057 0.1205 0.0621 0.0320 0.0186 0.0131 0.0111 0.0106 0.0108 0.0112 0.0117 0.0123 0.0127 0.0131 0.0134 0.0135 0.0136 0.0136 0.0135 0.0133 0.0132 0.0130 0.0129 0.0128 0.0128 0.0128	0.1120 0.1089 0.0205 0.0036 0.0199 0.2192 0.5996 0.7153 0.7700 0.6847 0.4839 0.2961 0.1750 0.1112 0.0822 0.0710 0.0680 0.0685 0.0705 0.0728 0.0751 0.0770 0.0786 0.0799 0.0807 0.0811 0.0810 0.0805 0.0798 0.0790 0.0783 0.0777 0.0773 0.0770 0.0769	0.0017 0.0045 0.0012 0.0002 0.0003 0.0010 0.0026 0.0053 0.0088 0.0099 0.0084 0.0059 0.0038 0.0026 0.0019 0.0016 0.0015 0.0014 0.0014 0.0014 0.0014 0.0014 0.0014 0.0013 0.0013 0.0013 0.0013 0.0013 0.0013 0.0013 0.0013 0.0013 0.0013 0.0012 0.0012	0.0196 0.0176 0.0028 0.0004 0.0026 0.0535 0.2624 0.3593 0.2941 0.2078 0.1218 0.0628 0.0324 0.0188 0.0132 0.0113 0.0108 0.0110 0.0114 0.0120 0.0125 0.0129 0.0133 0.0136 0.0137 0.0138 0.0138 0.0137 0.0135 0.0134 0.0132 0.0131 0.0130 0.0130 0.0130
307	[CLS] siden ungbo for tre uger siden gik konkurs med et underskud pa 44, 1 mill. kroner, er der næppe gaet en dag uden nye belastende afsløringer af ung [SEP]	-100 18 6 -100 18 18 18 18 18 18 18 18 18 18 18 -100 -100 18 -100 3 18 18 18 18 18 -100 18 18 18 18 18 18 18 6 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0240 0.0268 0.0032 0.0008 0.0000 0.0020 0.0101 0.0004 0.0000 0.0008 0.0001 0.0001 0.0002 0.0001 0.0003 0.0000 0.0000 0.0000 0.0000 0.0030 0.0000 0.0004 0.0000 0.0000 0.0001 0.0030 0.0002 0.0035 0.0016 0.0026 0.0003 0.0001 0.0000 0.0030 0.0001	0.1180 0.1532 0.0249 0.0075 0.0002 0.0170 0.0682 0.0042 0.0002 0.0073 0.0006 0.0011 0.0017 0.0008 0.0030 0.0000 0.0001 0.0003 0.0001 0.0230 0.0000 0.0038 0.0004 0.0002 0.0016 0.0242 0.0023 0.0263 0.0137 0.0208 0.0028 0.0007 0.0001 0.0244 0.0013	0.0005 0.0026 0.0009 0.0002 0.0000 0.0003 0.0014 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0006 0.0000 0.0002 0.0001 0.0002 0.0001 0.0000 0.0000 0.0002 0.0000	0.0220 0.0276 0.0052 0.0014 0.0000 0.0024 0.0116 0.0005 0.0000 0.0009 0.0001 0.0001 0.0002 0.0001 0.0003 0.0000 0.0000 0.0000 0.0000 0.0031 0.0000 0.0004 0.0000 0.0000 0.0002 0.0047 0.0004 0.0056 0.0024 0.0039 0.0004 0.0001 0.0000 0.0038 0.0001
308	[CLS] en stor del af ungbos 1. 600 ungdomsboliger og 2. 200 hybler er truet af tvangsauktion. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 6 -100 18 -100 -100 18 18 18 -100 -100 18 -100 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0154 0.0005 0.0004 0.0008 0.0001 0.1093 0.0008 0.0001 0.0000 0.1176 0.0438 0.0001 0.0005 0.0000 0.0001 0.0020 0.0038 0.0010 0.0044 0.0000 0.0017 0.0097 0.0001 0.0078 0.0266 0.1059 0.1605 0.1639 0.1627 0.1505 0.1132 0.0649 0.0334 0.0205 0.0161	0.0979 0.0051 0.0044 0.0076 0.0009 0.3825 0.0074 0.0011 0.0002 0.4138 0.2628 0.0014 0.0056 0.0000 0.0009 0.0177 0.0327 0.0100 0.0356 0.0005 0.0146 0.0633 0.0008 0.0478 0.1252 0.3477 0.4719 0.5158 0.5491 0.5385 0.4454 0.2967 0.1772 0.1179 0.0949	0.0016 0.0002 0.0001 0.0002 0.0000 0.0038 0.0001 0.0000 0.0000 0.0035 0.0179 0.0001 0.0004 0.0000 0.0000 0.0006 0.0018 0.0005 0.0017 0.0000 0.0002 0.0006 0.0000 0.0002 0.0003 0.0006 0.0009 0.0013 0.0020 0.0028 0.0032 0.0029 0.0023 0.0018 0.0015	0.0168 0.0006 0.0006 0.0010 0.0001 0.1108 0.0009 0.0001 0.0000 0.1183 0.0499 0.0002 0.0006 0.0000 0.0001 0.0021 0.0041 0.0011 0.0046 0.0000 0.0018 0.0098 0.0001 0.0078 0.0266 0.1061 0.1608 0.1644 0.1632 0.1509 0.1137 0.0654 0.0338 0.0207 0.0163
309	[CLS] 150 ansatte pa hovedkontoret risikerer en fyreseddel, og mange lejere, flere kommuner, fagbevægelsen, en bank og staten har alle penge til gode. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0552 0.0343 0.0008 0.0001 0.0381 0.0230 0.0077 0.0005 0.1360 0.0001 0.0001 0.0040 0.0005 0.0000 0.0001 0.0101 0.0000 0.0030 0.0000 0.0001 0.0104 0.0000 0.0005 0.0002 0.0001 0.0000 0.0000 0.0155 0.0000 0.0007 0.0016 0.0150 0.1006 0.2432 0.2748	0.2582 0.2177 0.0077 0.0009 0.1972 0.1395 0.0524 0.0050 0.4844 0.0013 0.0011 0.0286 0.0049 0.0002 0.0012 0.0619 0.0002 0.0251 0.0001 0.0009 0.0719 0.0001 0.0056 0.0018 0.0013 0.0004 0.0000 0.0864 0.0003 0.0062 0.0132 0.0842 0.3468 0.6186 0.7361	0.0049 0.0120 0.0004 0.0000 0.0032 0.0039 0.0012 0.0001 0.0073 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0002 0.0000 0.0006 0.0000 0.0000 0.0016 0.0000 0.0002 0.0001 0.0000 0.0000 0.0000 0.0008 0.0000 0.0001 0.0002 0.0007 0.0021 0.0036 0.0043	0.0577 0.0367 0.0009 0.0001 0.0659 0.0363 0.0084 0.0008 0.2489 0.0002 0.0001 0.0072 0.0009 0.0000 0.0001 0.0109 0.0000 0.0035 0.0000 0.0001 0.0149 0.0000 0.0007 0.0002 0.0001 0.0000 0.0000 0.0157 0.0000 0.0007 0.0016 0.0151 0.1011 0.2438 0.2753
310	[CLS] i gar hævdede de to tiltalte, at computermanden blot ringede for at fortælle, at han skulle i lag med nogle damer. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 9 -100 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 6 6 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0189 0.0239 0.0209 0.0078 0.0037 0.0018 0.1937 0.0002 0.0009 0.0220 0.0197 0.0139 0.0805 0.0295 0.1497 0.4617 0.0008 0.0096 0.0007 0.0002 0.0001 0.0002 0.0000 0.0004 0.0000 0.0000 0.0000 0.0000 0.0002 0.0015 0.0074 0.0161 0.0197 0.0189 0.0166	0.1150 0.1397 0.1107 0.0557 0.0320 0.0161 0.7441 0.0017 0.0076 0.1238 0.1328 0.0884 0.2882 0.1331 0.4277 1.0230 0.0072 0.0659 0.0073 0.0019 0.0012 0.0026 0.0003 0.0039 0.0005 0.0000 0.0001 0.0003 0.0017 0.0115 0.0451 0.0865 0.1056 0.1058 0.0965	0.0018 0.0023 0.0015 0.0019 0.0016 0.0007 0.0360 0.0000 0.0002 0.0035 0.0082 0.0034 0.0018 0.0001 0.0004 0.0061 0.0001 0.0014 0.0003 0.0001 0.0000 0.0001 0.0000 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0003 0.0005 0.0008 0.0011 0.0012	0.0198 0.0248 0.0215 0.0086 0.0053 0.0026 0.2304 0.0002 0.0009 0.0225 0.0206 0.0144 0.0803 0.0294 0.1499 0.4615 0.0008 0.0099 0.0008 0.0002 0.0002 0.0004 0.0000 0.0005 0.0001 0.0000 0.0000 0.0000 0.0002 0.0015 0.0075 0.0162 0.0198 0.0191 0.0167
311	[CLS] det var hvad, der mentes med'kunder '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 -100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 3 18 18 13 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0201 0.1355 0.0003 0.0024 0.0001 0.0006 0.0006 0.0018 0.0001 0.0007 0.1153 0.2600 0.2308 0.3330 0.2496 0.0267 0.0203 0.0429 0.0898 0.1229 0.1094 0.0706 0.0388 0.0224 0.0153 0.0124 0.0114 0.0111 0.0113 0.0116 0.0118 0.0120 0.0121 0.0123 0.0123	0.1197 0.4378 0.0030 0.0196 0.0006 0.0058 0.0055 0.0172 0.0012 0.0063 0.4780 0.6386 0.7183 0.9264 0.6985 0.1589 0.1180 0.2038 0.3572 0.4683 0.4513 0.3322 0.2082 0.1318 0.0948 0.0786 0.0723 0.0706 0.0711 0.0722 0.0731 0.0737 0.0741 0.0744 0.0747	0.0018 0.0036 0.0001 0.0004 0.0000 0.0001 0.0001 0.0012 0.0000 0.0000 0.0075 0.0023 0.0036 0.0122 0.0076 0.0034 0.0024 0.0034 0.0061 0.0097 0.0112 0.0093 0.0063 0.0040 0.0027 0.0021 0.0018 0.0016 0.0015 0.0015 0.0014 0.0014 0.0013 0.0013 0.0012	0.0212 0.1389 0.0004 0.0025 0.0001 0.0006 0.0006 0.0023 0.0001 0.0008 0.1357 0.2610 0.2320 0.3364 0.2511 0.0271 0.0206 0.0432 0.0906 0.1249 0.1121 0.0728 0.0402 0.0232 0.0159 0.0129 0.0117 0.0114 0.0116 0.0118 0.0121 0.0123 0.0124 0.0125 0.0125
312	[CLS] klokken 17. 05 samme dag ringede han igen :'jeg regnede med, at du tog en telefonboks. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 -100 -100 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0183 0.0368 0.0014 0.0000 0.0026 0.0000 0.0003 0.0032 0.0002 0.0002 0.0011 0.0002 0.0010 0.0090 0.0001 0.0000 0.0001 0.0010 0.0006 0.0001 0.0020 0.0148 0.0000 0.0002 0.0008 0.0067 0.0357 0.0913 0.1167 0.0988 0.0653 0.0365 0.0214 0.0156 0.0138	0.1112 0.2088 0.0126 0.0001 0.0215 0.0005 0.0036 0.0264 0.0025 0.0018 0.0089 0.0019 0.0097 0.0668 0.0007 0.0000 0.0008 0.0097 0.0062 0.0008 0.0160 0.0835 0.0004 0.0026 0.0074 0.0430 0.1627 0.3350 0.4294 0.4102 0.3077 0.1955 0.1257 0.0952 0.0844	0.0019 0.0060 0.0004 0.0000 0.0004 0.0000 0.0001 0.0006 0.0001 0.0000 0.0001 0.0000 0.0002 0.0022 0.0000 0.0000 0.0000 0.0003 0.0003 0.0000 0.0002 0.0006 0.0000 0.0001 0.0001 0.0004 0.0010 0.0025 0.0045 0.0056 0.0051 0.0037 0.0026 0.0019 0.0016	0.0192 0.0408 0.0022 0.0000 0.0042 0.0001 0.0005 0.0039 0.0003 0.0002 0.0011 0.0002 0.0013 0.0112 0.0001 0.0000 0.0001 0.0012 0.0009 0.0001 0.0037 0.0281 0.0001 0.0003 0.0009 0.0070 0.0365 0.0933 0.1199 0.1019 0.0672 0.0374 0.0218 0.0158 0.0140
313	[CLS] det er en dum telefon,'sagde'mercedesmanden '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 9 -100 -100 -100 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 9 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0203 0.1373 0.0171 0.0005 0.0032 0.0007 0.0000 0.0001 0.0029 0.0006 0.3240 0.4972 0.6073 0.4632 0.0001 0.0000 0.0181 0.0200 0.0160 0.0208 0.0417 0.0753 0.0874 0.0655 0.0376 0.0214 0.0147 0.0124 0.0117 0.0115 0.0116 0.0118 0.0120 0.0122 0.0123	0.1210 0.4430 0.1162 0.0048 0.0255 0.0070 0.0001 0.0007 0.0238 0.0056 0.7990 0.9829 1.1599 0.8951 0.0015 0.0004 0.0944 0.1017 0.0887 0.1139 0.2027 0.3282 0.3790 0.3103 0.2012 0.1259 0.0908 0.0774 0.0730 0.0720 0.0722 0.0730 0.0738 0.0743 0.0748	0.0018 0.0037 0.0047 0.0002 0.0009 0.0002 0.0000 0.0000 0.0002 0.0001 0.0142 0.0236 0.0111 0.0049 0.0000 0.0000 0.0004 0.0004 0.0005 0.0009 0.0020 0.0042 0.0061 0.0059 0.0043 0.0029 0.0021 0.0016 0.0015 0.0014 0.0014 0.0014 0.0013 0.0013 0.0013	0.0214 0.1413 0.0217 0.0006 0.0054 0.0010 0.0000 0.0001 0.0032 0.0006 0.3302 0.5036 0.6101 0.4630 0.0002 0.0000 0.0181 0.0200 0.0160 0.0209 0.0423 0.0771 0.0902 0.0679 0.0390 0.0221 0.0152 0.0127 0.0120 0.0118 0.0119 0.0121 0.0123 0.0124 0.0126
